HRGcode	HRGdesc	"Cardiac (0=No, 1=Yes, 2=Ambiguous)"	"ProcComplications (0=No, 1=Yes)"	Yr09	Yr10	Yr11	Yr12	Yr13	Yr14	Yr15	Yr16
HB25J	"MINOR KNEE PROCEDURES FOR NON TRAUMA, CATEGORY 1 18 YEARS AND UNDER WITHOUT CC"	0	0							1	1
HB29Z	MINIMAL KNEE PROCEDURES FOR NON TRAUMA	0	0						1		
HB29Z	MINIMAL KNEE PROCEDURES FOR NON TRAUMA WITH LENGTH OF STAY 1 DAY OR LESS	0	0							1	1
HB31Z	MAJOR FOOT PROCEDURES FOR NON TRAUMA	0	0	1	1	1	1	1	1	1	1
HB32A	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2 19 YEARS AND OVER	0	0		1	1	1	1	1		
HB32A	"INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 2 19 YEARS AND OVER"	0	0							1	1
HB32B	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2 18 YEARS AND UNDER	0	0			1	1	1	1		
HB32B	"INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 2 18 YEARS AND UNDER"	0	0							1	1
HB32Z	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2	0	0	1	1						
HB33B	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 1 WITH CC	0	0	1	1						
HB33C	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 1 WITHOUT CC	0	0	1	1						
HB33D	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 1 19 YEARS AND OVER WITH CC	0	0		1	1	1	1	1		
HB33D	"INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 1 19 YEARS AND OVER WITH CC"	0	0							1	1
HB33E	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 1 19 YEARS AND OVER WITHOUT CC	0	0		1	1	1	1	1		
HB33E	"INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 1 19 YEARS AND OVER WITHOUT CC"	0	0							1	1
HB33F	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 1 18 YEARS AND UNDER WITH CC	0	0			1	1	1	1		
HB33F	"INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 1 18 YEARS AND UNDER WITH CC"	0	0							1	1
HB33G	INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA CATEGORY 1 18 YEARS AND UNDER WITHOUT CC	0	0		1	1	1	1	1		
HB33G	"INTERMEDIATE FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 1 18 YEARS AND UNDER WITHOUT CC"	0	0							1	1
HB34B	MINOR FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2 WITH CC	0	0	1	1						
HB34C	MINOR FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2 WITHOUT CC	0	0	1	1						
HB34D	MINOR FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2 19 YEARS AND OVER WITH CC	0	0		1	1	1	1	1		
HB34D	"MINOR FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 2 19 YEARS AND OVER WITH CC"	0	0							1	1
HB34E	MINOR FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2 19 YEARS AND OVER WITHOUT CC	0	0		1	1	1	1	1		
HB34E	"MINOR FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 2 19 YEARS AND OVER WITHOUT CC"	0	0							1	1
HB34F	MINOR FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2 18 YEARS AND UNDER WITH CC	0	0			1	1	1	1		
HB34F	"MINOR FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 2 18 YEARS AND UNDER WITH CC"	0	0							1	1
HB34G	MINOR FOOT PROCEDURES FOR NON TRAUMA CATEGORY 2 18 YEARS AND UNDER WITHOUT CC	0	0		1	1	1	1	1		
HB34G	"MINOR FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 2 18 YEARS AND UNDER WITHOUT CC"	0	0							1	1
HB35B	MINOR FOOT PROCEDURES FOR NON TRAUMA CATEGORY 1 WITH CC	0	0	1	1	1	1	1	1		
HB35B	"MINOR FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 1 WITH CC"	0	0							1	1
HB35C	MINOR FOOT PROCEDURES FOR NON TRAUMA CATEGORY 1 WITHOUT CC	0	0	1	1	1	1	1	1		
HB35C	"MINOR FOOT PROCEDURES FOR NON TRAUMA, CATEGORY 1 WITHOUT CC"	0	0							1	1
HB39Z	MINIMAL FOOT PROCEDURES FOR NON TRAUMA WITH LENGTH OF STAY 1 DAY OR LESS	0	0							1	1
HB41B	MAJOR ARM PROCEDURES FOR NON TRAUMA WITH CC	0	0	1	1						
HB41C	MAJOR ARM PROCEDURES FOR NON TRAUMA WITHOUT CC	0	0	1	1						
HB42B	INTERMEDIATE ARM PROCEDURES FOR NON TRAUMA CATEGORY 2 WITH CC	0	0	1	1						
HB42C	INTERMEDIATE ARM PROCEDURES FOR NON TRAUMA CATEGORY 2 WITHOUT CC	0	0	1	1						
HB43B	INTERMEDIATE ARM PROCEDURES FOR NON TRAUMA CATEGORY 1 WITH CC	0	0	1	1						
HB43C	INTERMEDIATE ARM PROCEDURES FOR NON TRAUMA CATEGORY 1 WITHOUT CC	0	0	1	1						
HB44B	MINOR ARM PROCEDURES FOR NON TRAUMA CATEGORY 2 WITH CC	0	0	1	1						
HB44C	MINOR ARM PROCEDURES FOR NON TRAUMA CATEGORY 2 WITHOUT CC	0	0	1	1						
HB45B	MINOR ARM PROCEDURES FOR NON TRAUMA CATEGORY 1 WITH CC	0	0	1	1						
HB45C	MINOR ARM PROCEDURES FOR NON TRAUMA CATEGORY 1 WITHOUT CC	0	0	1	1						
HB51Z	MAJOR HAND PROCEDURES FOR NON TRAUMA CATEGORY 2	0	0	1	1	1	1	1	1		
HB51Z	"MAJOR HAND PROCEDURES FOR NON TRAUMA, CATEGORY 2"	0	0							1	1
HB52B	MAJOR HAND PROCEDURES FOR NON TRAUMA CATEGORY 1 WITH CC	0	0	1	1	1	1	1	1		
HB52B	"MAJOR HAND PROCEDURES FOR NON TRAUMA, CATEGORY 1 WITH CC"	0	0							1	1
HB52C	MAJOR HAND PROCEDURES FOR NON TRAUMA CATEGORY 1 WITHOUT CC	0	0	1	1	1	1	1	1		
HB52C	"MAJOR HAND PROCEDURES FOR NON TRAUMA, CATEGORY 1 WITHOUT CC"	0	0							1	1
HB53Z	INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA CATEGORY 2	0	0	1	1	1	1	1	1		
HB53Z	"INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA, CATEGORY 2"	0	0							1	1
HB54B	INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA CATEGORY 1 WITH CC	0	0	1	1	1	1	1	1		
HB54B	"INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA, CATEGORY 1 WITH CC"	0	0							1	1
HB54C	INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA CATEGORY 1 WITHOUT CC	0	0	1	1	1	1	1	1		
HB54C	"INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA, CATEGORY 1 WITHOUT CC"	0	0							1	1
HB55B	MINOR HAND PROCEDURES FOR NON TRAUMA CATEGORY 2 WITH CC	0	0	1	1	1	1	1	1		
HB55B	"MINOR HAND PROCEDURES FOR NON TRAUMA, CATEGORY 2 WITH CC"	0	0							1	1
HB55C	MINOR HAND PROCEDURES FOR NON TRAUMA CATEGORY 2 WITHOUT CC	0	0	1	1	1	1	1	1		
HB55C	"MINOR HAND PROCEDURES FOR NON TRAUMA, CATEGORY 2 WITHOUT CC"	0	0							1	1
HB56B	MINOR HAND PROCEDURES FOR NON TRAUMA CATEGORY 1 WITH CC	0	0	1	1	1	1	1	1		
HB56B	"MINOR HAND PROCEDURES FOR NON TRAUMA, CATEGORY 1 WITH CC"	0	0							1	1
HB56C	MINOR HAND PROCEDURES FOR NON TRAUMA CATEGORY 1 WITHOUT CC	0	0	1	1	1	1	1	1		
HB56C	"MINOR HAND PROCEDURES FOR NON TRAUMA, CATEGORY 1 WITHOUT CC"	0	0							1	1
HB59Z	MINIMAL HAND PROCEDURES FOR NON TRAUMA	0	0						1		
HB59Z	MINIMAL HAND PROCEDURES FOR NON TRAUMA WITH LENGTH OF STAY 1 DAY OR LESS	0	0							1	1
HB61B	MAJOR SHOULDER AND UPPER ARM PROCEDURES FOR NON TRAUMA WITH CC	0	0		1	1	1	1	1	1	1
HB61C	MAJOR SHOULDER AND UPPER ARM PROCEDURES FOR NON TRAUMA WITHOUT CC	0	0		1	1	1	1	1	1	1
HB62B	INTERMEDIATE SHOULDER AND UPPER ARM PROCEDURES FOR NON TRAUMA WITH CC	0	0		1	1	1	1	1	1	1
HB62C	INTERMEDIATE SHOULDER AND UPPER ARM PROCEDURES FOR NON TRAUMA WITHOUT CC	0	0		1	1	1	1	1	1	1
HB63Z	MINOR SHOULDER AND UPPER ARM PROCEDURES FOR NON TRAUMA	0	0		1	1	1	1	1	1	1
HB69Z	MINIMAL SHOULDER AND UPPER ARM PROCEDURES FOR NON TRAUMA WITH LENGTH OF STAY 1 DAY OR LESS	0	0							1	1
HB71B	MAJOR ELBOW AND LOWER ARM PROCEDURES FOR NON TRAUMA WITH CC	0	0		1	1	1	1	1	1	1
HB71C	MAJOR ELBOW AND LOWER ARM PROCEDURES FOR NON TRAUMA WITHOUT CC	0	0		1	1	1	1	1	1	1
HB72Z	INTERMEDIATE ELBOW AND LOWER ARM PROCEDURES FOR NON TRAUMA	0	0		1	1	1	1	1	1	1
HB73Z	MINOR ELBOW AND LOWER ARM PROCEDURES FOR NON TRAUMA	0	0		1	1	1	1	1	1	1
HB79Z	MINIMAL ELBOW AND LOWER ARM PROCEDURES FOR NON TRAUMA WITH LENGTH OF STAY 1 DAY OR LESS	0	0							1	1
HB91Z	OTHER NON TRAUMA DIAGNOSIS WITHOUT PROCEDURE	0	0	1	1	1	1	1	1	1	1
HB99Z	OTHER PROCEDURES FOR NON TRAUMA	0	0	1	1	1	1	1	1	1	1
HC01Z	EXTRADURAL SPINE MAJOR 2	0	0	1	1	1	1	1	1	1	1
HC02B	EXTRADURAL SPINE MAJOR 1 WITH CC	0	0	1	1	1	1	1	1	1	1
HC02C	EXTRADURAL SPINE MAJOR 1 WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HC03A	EXTRADURAL SPINE INTERMEDIATE 2 WITH MAJOR CC	0	0	1	1	1					
HC03B	EXTRADURAL SPINE INTERMEDIATE 2 WITH CC	0	0	1	1	1	1	1	1	1	1
HC03C	EXTRADURAL SPINE INTERMEDIATE 2 WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HC04A	EXTRADURAL SPINE INTERMEDIATE 1 WITH MAJOR CC	0	0	1	1	1					
HC04B	EXTRADURAL SPINE INTERMEDIATE 1 WITH CC	0	0	1	1	1	1	1	1	1	1
HC04C	EXTRADURAL SPINE INTERMEDIATE 1 WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HC05B	EXTRADURAL SPINE MINOR 2 WITH CC	0	0	1	1	1	1	1	1	1	1
HC05C	EXTRADURAL SPINE MINOR 2 WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HC06A	EXTRADURAL SPINE MINOR 1 WITH MAJOR CC	0	0	1	1	1					
HC06B	EXTRADURAL SPINE MINOR 1 WITH CC	0	0	1	1	1	1	1	1	1	
HC06C	EXTRADURAL SPINE MINOR 1 WITHOUT CC	0	0	1	1	1	1	1	1	1	
HC06Z	EXTRADURAL SPINE MINOR 1	0	0						1	1	1
HC07Z	INTRADURAL SPINE MAJOR 2	0	0	1	1	1	1	1	1		
HC07Z	INTRADURAL SPINE MAJOR	0	0							1	1
HC08Z	INTRADURAL SPINE MAJOR 1	0	0	1	1	1	1	1	1	1	
HC09Z	INTRADURAL SPINE INTERMEDIATE 2	0	0	1	1	1	1	1	1	1	1
HC10Z	INTRADURAL SPINE INTERMEDIATE 1	0	0	1	1	1	1	1	1	1	1
HC11Z	INTRADURAL SPINE MINOR 2	0	0	1	1	1	1	1	1	1	1
HC12Z	INTRADURAL SPINE MINOR 1	0	0	1	1	1	1	1	1	1	1
HC20A	VERTEBRAL COLUMN INJURY WITHOUT PROCEDURE WITH MAJOR CC	0	0	1	1	1					
HC20B	VERTEBRAL COLUMN INJURY WITHOUT PROCEDURE WITH CC	0	0	1	1	1	1	1	1	1	1
HC20C	VERTEBRAL COLUMN INJURY WITHOUT PROCEDURE WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HC21A	SPINAL CORD INJURY WITHOUT PROCEDURE WITH MAJOR CC	0	0	1	1	1					
HC21B	SPINAL CORD INJURY WITHOUT PROCEDURE WITH CC	0	0	1	1	1	1	1	1	1	1
HC21C	SPINAL CORD INJURY WITHOUT PROCEDURE WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HC22A	CERVICAL SPINAL DISORDERS WITH MAJOR CC	0	0	1	1	1					
HC22B	CERVICAL SPINAL DISORDERS WITH CC	0	0	1	1	1					
HC22C	CERVICAL SPINAL DISORDERS WITHOUT CC	0	0	1	1	1					
HC23A	SPINAL TUMOURS WITH MAJOR CC	0	0	1	1	1					
HC23B	SPINAL TUMOURS WITH CC	0	0	1	1	1					
HC23C	SPINAL TUMOURS WITHOUT CC	0	0	1	1	1					
HC24A	THORACIC OR LUMBAR SPINAL DISORDERS WITH MAJOR CC	0	0	1	1	1					
HC24B	THORACIC OR LUMBAR SPINAL DISORDERS WITH CC	0	0	1	1	1					
HC24C	THORACIC OR LUMBAR SPINAL DISORDERS WITHOUT CC	0	0	1	1	1					
HC25A	NON TRAUMATIC SPINAL CORD DISORDERS WITH MAJOR CC	0	0	1	1	1					
HC25B	NON TRAUMATIC SPINAL CORD DISORDERS WITH CC	0	0	1	1	1					
HC25C	NON TRAUMATIC SPINAL CORD DISORDERS WITHOUT CC	0	0	1	1	1					
HC26A	SCOLIOSIS OR OTHER SPINAL DEFORMITY WITH MAJOR CC	0	0	1	1	1					
HC26B	SCOLIOSIS OR OTHER SPINAL DEFORMITY WITH CC	0	0	1	1	1	1	1	1	1	1
HC26C	SCOLIOSIS OR OTHER SPINAL DEFORMITY WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HC27B	DEGENERATIVE SPINAL CONDITIONS WITH CC	0	0			1	1	1	1	1	1
HC27C	DEGENERATIVE SPINAL CONDITIONS WITHOUT CC	0	0			1	1	1	1	1	1
HC28B	SPINAL CORD CONDITIONS WITH CC	0	0			1	1	1	1	1	1
HC28C	SPINAL CORD CONDITIONS WITHOUT CC	0	0			1	1	1	1	1	1
HC29B	INFLAMMATORY SPINAL CONDITIONS WITH CC	0	0			1	1	1	1	1	
HC29C	INFLAMMATORY SPINAL CONDITIONS WITHOUT CC	0	0				1	1	1	1	
HC29Z	INFLAMMATORY SPINAL CONDITIONS	0	0						1	1	1
HC30B	SPINAL TUMOURS WITH CC	0	0			1	1	1	1	1	1
HC30C	SPINAL TUMOURS WITHOUT CC	0	0			1	1	1	1	1	1
HC31B	SPINAL INFECTION WITH CC	0	0			1	1	1	1	1	1
HC31C	SPINAL INFECTION WITHOUT CC	0	0			1	1	1	1	1	1
HC32B	LOW BACK PAIN WITH CC	0	0						1	1	1
HC32C	LOW BACK PAIN WITHOUT CC	0	0						1	1	1
HC91Z	SPINE TRAUMA DIAGNOSIS WITHOUT PROCEDURE	0	0	1	1	1					
HC92Z	SPINE NON TRAUMA DIAGNOSIS WITHOUT PROCEDURE	0	0	1	1	1					
HD21A	SOFT TISSUE DISORDERS WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
HD21B	SOFT TISSUE DISORDERS WITH CC	0	0	1	1	1	1	1	1		
HD21B	SOFT TISSUE DISORDERS WITH INTERMEDIATE CC	0	0							1	1
HD21C	SOFT TISSUE DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HD23A	"INFLAMMATORY SPINE, JOINT OR CONNECTIVE TISSUE DISORDERS WITH MAJOR CC"	0	0	1	1	1	1	1	1	1	1
HD23B	"INFLAMMATORY SPINE, JOINT OR CONNECTIVE TISSUE DISORDERS WITH CC"	0	0	1	1	1	1	1	1		
HD23B	"INFLAMMATORY SPINE, JOINT OR CONNECTIVE TISSUE DISORDERS WITH INTERMEDIATE CC"	0	0							1	1
HD23C	"INFLAMMATORY SPINE, JOINT OR CONNECTIVE TISSUE DISORDERS WITHOUT CC"	0	0	1	1	1	1	1	1	1	1
HD24A	NON INFLAMMATORY BONE OR JOINT DISORDERS WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
HD24B	NON INFLAMMATORY BONE OR JOINT DISORDERS WITH CC	0	0	1	1	1	1	1	1		
HD24B	NON INFLAMMATORY BONE OR JOINT DISORDERS WITH INTERMEDIATE CC	0	0							1	1
HD24C	NON INFLAMMATORY BONE OR JOINT DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HD25A	INFECTIONS OF BONES OR JOINTS WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
HD25B	INFECTIONS OF BONES OR JOINTS WITH CC	0	0	1	1	1	1	1	1		
HD25B	INFECTIONS OF BONES OR JOINTS WITH INTERMEDIATE CC	0	0							1	1
HD25C	INFECTIONS OF BONES OR JOINTS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HD26A	MUSCULOSKELETAL SIGNS AND SYMPTOMS WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
HD26B	MUSCULOSKELETAL SIGNS AND SYMPTOMS WITH CC	0	0	1	1	1	1	1	1		
HD26B	MUSCULOSKELETAL SIGNS AND SYMPTOMS WITH INTERMEDIATE CC	0	0							1	1
HD26C	MUSCULOSKELETAL SIGNS AND SYMPTOMS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
HD31A	"SPRAINS, STRAINS, OR MINOR OPEN WOUNDS WITH MAJOR CC"	0	0	1	1	1					
HD31B	"SPRAINS, STRAINS, OR MINOR OPEN WOUNDS WITH CC"	0	0	1	1	1					
HD31C	"SPRAINS, STRAINS, OR MINOR OPEN WOUNDS WITHOUT CC"	0	0	1	1	1					
HD32A	"MAJOR CRANIAL, VISCERAL OR BLOOD VESSEL INJURY WITH MAJOR CC"	0	0	1	1	1					
HD32B	"MAJOR CRANIAL, VISCERAL OR BLOOD VESSEL INJURY WITH CC"	0	0	1	1	1					
HD32C	"MAJOR CRANIAL, VISCERAL OR BLOOD VESSEL INJURY WITHOUT CC"	0	0	1	1	1					
HD35A	OTHER WOUNDS OR INJURIES WITH MAJOR CC	0	0	1	1	1					
HD35B	OTHER WOUNDS OR INJURIES WITH CC	0	0	1	1	1					
HD35C	OTHER WOUNDS OR INJURIES WITHOUT CC	0	0	1	1	1					
HD36A	PATHOLOGICAL FRACTURES OR MALIGNANCY OF BONE AND CONNECTIVE TISSUE WITH MAJOR CC	0	0	1	1	1					
HD36B	PATHOLOGICAL FRACTURES OR MALIGNANCY OF BONE AND CONNECTIVE TISSUE WITH CC	0	0	1	1	1					
HD36C	PATHOLOGICAL FRACTURES OR MALIGNANCY OF BONE AND CONNECTIVE TISSUE WITHOUT CC	0	0	1	1	1					
HD37A	HEAD INJURY WITH MAJOR CC	0	0	1	1	1					
HD37B	HEAD INJURY WITH CC	0	0	1	1	1					
HD37C	HEAD INJURY WITHOUT CC	0	0	1	1	1					
HD39A	PATHOLOGICAL FRACTURES WITH MAJOR CC	0	0			1	1	1	1	1	1
HD39B	PATHOLOGICAL FRACTURES WITH CC	0	0			1	1	1	1		
HD39B	PATHOLOGICAL FRACTURES WITH INTERMEDIATE CC	0	0							1	1
HD39C	PATHOLOGICAL FRACTURES WITHOUT CC	0	0			1	1	1	1	1	1
HD40A	MALIGNANCY OF BONE AND CONNECTIVE TISSUE WITH MAJOR CC	0	0			1	1	1	1		
HD40A	MALIGNANCY OF BONE OR CONNECTIVE TISSUE WITH MAJOR CC	0	0							1	1
HD40B	MALIGNANCY OF BONE AND CONNECTIVE TISSUE WITH CC	0	0			1	1	1	1		
HD40B	MALIGNANCY OF BONE OR CONNECTIVE TISSUE WITH INTERMEDIATE CC	0	0							1	1
HD40C	MALIGNANCY OF BONE AND CONNECTIVE TISSUE WITHOUT CC	0	0			1	1	1	1		
HD40C	MALIGNANCY OF BONE OR CONNECTIVE TISSUE WITHOUT CC	0	0							1	1
HR01B	RECONSTRUCTION PROCEDURES CATEGORY 6 WITH CC	0	0		1	1	1	1	1	1	1
HR01C	RECONSTRUCTION PROCEDURES CATEGORY 6 WITHOUT CC	0	0		1	1	1	1	1	1	1
HR02Z	RECONSTRUCTION PROCEDURES CATEGORY 5	0	0		1	1	1	1	1	1	1
HR03Z	RECONSTRUCTION PROCEDURES CATEGORY 4	0	0		1	1	1	1	1	1	1
HR04B	RECONSTRUCTION PROCEDURES CATEGORY 3 WITH CC	0	0		1	1	1	1	1	1	1
HR04C	RECONSTRUCTION PROCEDURES CATEGORY 3 WITHOUT CC	0	0		1	1	1	1	1	1	1
HR05Z	RECONSTRUCTION PROCEDURES CATEGORY 2	0	0		1	1	1	1	1	1	1
HR06A	RECONSTRUCTION PROCEDURES CATEGORY 1 19 YEARS AND OVER	0	0		1	1	1	1	1	1	1
HR06B	RECONSTRUCTION PROCEDURES CATEGORY 1 18 YEARS AND UNDER	0	0		1	1	1	1	1	1	1
JA01Z	FREE PERFORATOR BREAST RECONSTRUCTION	0	0	1	1						
JA02Z	FREE MYOCUTANEOUS BREAST RECONSTRUCTION	0	0	1	1						
JA03Z	PEDICLED TRAM RECONSTRUCTION OF BREAST	0	0	1	1	1	1	1	1		
JA04Z	PEDICLED MYOCUTANEOUS BREAST RECONSTRUCTION WITH INSERTION OF PROSTHESIS	0	0	1	1						
JA05A	UNILATERAL PEDICLED MYOCUTANEOUS BREAST RECONSTRUCTION WITH OR WITHOUT INSERTION OF PROSTHESIS	0	0					1	1	1	
JA05B	BILATERAL PEDICLED MYOCUTANEOUS BREAST RECONSTRUCTION WITH OR WITHOUT INSERTION OF PROSTHESIS	0	0					1	1		
JA05Z	PEDICLED MYOCUTANEOUS BREAST RECONSTRUCTION WITHOUT INSERTION OF PROSTHESIS	0	0	1	1						
JA05Z	PEDICLED MYOCUTANEOUS BREAST RECONSTRUCTION WITH OR WITHOUT INSERTION OF PROSTHESIS	0	0			1	1				
JA06Z	MAJOR BREAST PROCEDURES CATEGORY 3	0	0	1	1	1	1	1	1	1	
JA07A	MAJOR BREAST PROCEDURES CATEGORY 2 WITH MAJOR CC	0	0	1	1	1	1				
JA07B	MAJOR BREAST PROCEDURES CATEGORY 2 WITH INTERMEDIATE CC	0	0	1	1	1	1				
JA07C	MAJOR BREAST PROCEDURES CATEGORY 2 WITHOUT CC	0	0	1	1	1	1				
JA07D	UNILATERAL MAJOR BREAST PROCEDURES CATEGORY 2 WITH MAJOR CC	0	0				1	1	1	1	
JA07E	UNILATERAL MAJOR BREAST PROCEDURES CATEGORY 2 WITH INTERMEDIATE CC	0	0				1	1	1	1	
JA07F	UNILATERAL MAJOR BREAST PROCEDURES CATEGORY 2 WITHOUT CC	0	0					1	1	1	
JA07G	BILATERAL MAJOR BREAST PROCEDURES CATEGORY 2 WITH CC	0	0					1	1	1	
JA07H	BILATERAL MAJOR BREAST PROCEDURES CATEGORY 2 WITHOUT CC	0	0					1	1	1	
JA08A	UNILATERAL MAJOR BREAST PROCEDURES CATEGORY 1	0	0					1	1	1	
JA08B	BILATERAL MAJOR BREAST PROCEDURES CATEGORY 1	0	0					1	1	1	
JA08Z	MAJOR BREAST PROCEDURES CATEGORY 1	0	0	1	1	1	1				
JA09A	INTERMEDIATE BREAST PROCEDURES WITH CC	0	0	1	1						
JA09B	INTERMEDIATE BREAST PROCEDURES WITHOUT CC	0	0	1	1	1	1				
JA09C	INTERMEDIATE BREAST PROCEDURES WITH MAJOR CC	0	0		1	1	1				
JA09D	INTERMEDIATE BREAST PROCEDURES WITH INTERMEDIATE CC	0	0		1	1	1				
JA09E	UNILATERAL INTERMEDIATE BREAST PROCEDURES WITH MAJOR CC	0	0				1	1	1	1	
JA09F	UNILATERAL INTERMEDIATE BREAST PROCEDURES WITH INTERMEDIATE CC	0	0					1	1	1	
JA09G	UNILATERAL INTERMEDIATE BREAST PROCEDURES WITHOUT CC	0	0				1	1	1	1	
JA09H	BILATERAL INTERMEDIATE BREAST PROCEDURES	0	0				1	1	1	1	
JA10Z	MINOR BREAST PROCEDURES CATEGORY 2	0	0	1	1						
JA11A	MINOR BREAST PROCEDURES CATEGORY 1 WITH MAJOR CC	0	0	1	1						
JA11B	MINOR BREAST PROCEDURES CATEGORY 1 WITH INTERMEDIATE CC	0	0	1	1						
JA11C	MINOR BREAST PROCEDURES CATEGORY 1 WITHOUT CC	0	0	1	1						
JA12A	MALIGNANT BREAST DISORDERS WITH MAJOR CC	0	0	1	1	1	1	1	1	1	1
JA12B	MALIGNANT BREAST DISORDERS WITH INTERMEDIATE CC	0	0	1	1	1	1	1	1	1	1
JA12C	MALIGNANT BREAST DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
JA13Z	NON MALIGNANT BREAST DISORDERS	0	0	1	1	1	1	1	1	1	1
JA14Z	FREE PERFORATOR FLAP BREAST RECONSTRUCTION	0	0			1	1	1	1	1	1
JA15A	MINOR BREAST PROCEDURES WITH MAJOR CC	0	0		1	1	1				
JA15B	MINOR BREAST PROCEDURES WITH INTERMEDIATE CC	0	0		1	1	1				
JA15C	MINOR BREAST PROCEDURES WITHOUT CC	0	0		1	1	1				
JA15D	UNILATERAL MINOR BREAST PROCEDURES WITH MAJOR CC	0	0				1	1	1	1	
JA15E	UNILATERAL MINOR BREAST PROCEDURES WITH INTERMEDIATE CC	0	0					1	1	1	
JA15F	UNILATERAL MINOR BREAST PROCEDURES WITHOUT CC	0	0					1	1	1	
JA15G	BILATERAL MINOR BREAST PROCEDURES	0	0					1	1	1	
JA16Z	MASTECTOMY WITH BREAST RECONSTRUCTION	0	0		1	1	1	1	1	1	
JA18A	UNILATERAL MINOR BREAST PROCEDURES WITH MAJOR CC	0	0						1	1	1
JA18B	UNILATERAL MINOR BREAST PROCEDURES WITH INTERMEDIATE CC	0	0							1	1
JA18C	UNILATERAL MINOR BREAST PROCEDURES WITHOUT CC	0	0							1	1
JA19Z	BILATERAL MINOR BREAST PROCEDURES	0	0						1	1	1
JA20A	UNILATERAL MAJOR BREAST PROCEDURES WITH MAJOR CC	0	0						1	1	1
JA20B	UNILATERAL MAJOR BREAST PROCEDURES WITH INTERMEDIATE CC	0	0						1	1	1
JA20C	UNILATERAL MAJOR BREAST PROCEDURES WITHOUT CC	0	0							1	1
JA21A	BILATERAL MAJOR BREAST PROCEDURES WITH CC	0	0							1	1
JA21B	BILATERAL MAJOR BREAST PROCEDURES WITHOUT CC	0	0							1	1
JA24A	UNILATERAL INTERMEDIATE BREAST PROCEDURES WITH MAJOR CC	0	0						1	1	1
JA24B	UNILATERAL INTERMEDIATE BREAST PROCEDURES WITH INTERMEDIATE CC	0	0						1	1	1
JA24C	UNILATERAL INTERMEDIATE BREAST PROCEDURES WITHOUT CC	0	0							1	1
JA25Z	BILATERAL INTERMEDIATE BREAST PROCEDURES	0	0							1	1
JA26Z	MAJOR BREAST PROCEDURES WITH LYMPH NODE SURGERY	0	0						1	1	1
JA27Z	MASTECTOMY WITH SIMPLE BREAST RECONSTRUCTION	0	0						1	1	1
JA28Z	MASTECTOMY WITH COMPLEX BREAST RECONSTRUCTION	0	0							1	1
