HRGcode	HRGdesc	"Cardiac (0=No, 1=Yes, 2=Ambiguous)"	"ProcComplications (0=No, 1=Yes)"	Yr17
HN43C	MAJOR HAND PROCEDURES FOR NON TRAUMA 18 YEARS AND UNDER	0	0	1
HN44A	INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA 19 YEARS AND OVER WITH CC SCORE 2	0	0	1
HN44B	INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA 19 YEARS AND OVER WITH CC SCORE 0 1	0	0	1
HN44C	"INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA, BETWEEN 6 AND 18 YEARS"	0	0	1
HN44D	"INTERMEDIATE HAND PROCEDURES FOR NON TRAUMA, 5 YEARS AND UNDER"	0	0	1
HN45A	MINOR HAND PROCEDURES FOR NON TRAUMA 19 YEARS AND OVER	0	0	1
HN45B	"MINOR HAND PROCEDURES FOR NON TRAUMA, BETWEEN 6 AND 18 YEARS"	0	0	1
HN45C	"MINOR HAND PROCEDURES FOR NON TRAUMA, 5 YEARS AND UNDER"	0	0	1
HN46Z	MINIMAL HAND PROCEDURES	0	0	1
HN52A	VERY MAJOR SHOULDER PROCEDURES FOR NON TRAUMA WITH CC SCORE 4+	0	0	1
HN52B	VERY MAJOR SHOULDER PROCEDURES FOR NON TRAUMA WITH CC SCORE 2 3	0	0	1
HN52C	VERY MAJOR SHOULDER PROCEDURES FOR NON TRAUMA WITH CC SCORE 0 1	0	0	1
HN53A	MAJOR SHOULDER PROCEDURES FOR NON TRAUMA WITH CC SCORE 4+	0	0	1
HN53B	MAJOR SHOULDER PROCEDURES FOR NON TRAUMA WITH CC SCORE 2 3	0	0	1
HN53C	MAJOR SHOULDER PROCEDURES FOR NON TRAUMA WITH CC SCORE 0 1	0	0	1
HN54A	INTERMEDIATE SHOULDER PROCEDURES FOR NON TRAUMA 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
HN54B	INTERMEDIATE SHOULDER PROCEDURES FOR NON TRAUMA 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
HN54C	INTERMEDIATE SHOULDER PROCEDURES FOR NON TRAUMA 19 YEARS AND OVER WITH CC SCORE 0 1	0	0	1
HN54D	INTERMEDIATE SHOULDER PROCEDURES FOR NON TRAUMA 18 YEARS AND UNDER	0	0	1
HN55Z	MINOR SHOULDER PROCEDURES FOR NON TRAUMA	0	0	1
HN56Z	MINIMAL SHOULDER PROCEDURES	0	0	1
HN62A	VERY MAJOR ELBOW PROCEDURES FOR NON TRAUMA WITH CC SCORE 2+	0	0	1
HN62B	VERY MAJOR ELBOW PROCEDURES FOR NON TRAUMA WITH CC SCORE 0 1	0	0	1
HN63A	MAJOR ELBOW PROCEDURES FOR NON TRAUMA WITH CC SCORE 2+	0	0	1
HN63B	MAJOR ELBOW PROCEDURES FOR NON TRAUMA WITH CC SCORE 0 1	0	0	1
HN64A	INTERMEDIATE ELBOW PROCEDURES FOR NON TRAUMA 19 YEARS AND OVER WITH CC SCORE 2	0	0	1
HN64B	INTERMEDIATE ELBOW PROCEDURES FOR NON TRAUMA 19 YEARS AND OVER WITH CC SCORE 0 1	0	0	1
HN64C	"INTERMEDIATE ELBOW PROCEDURES FOR NON TRAUMA, BETWEEN 6 AND 18 YEARS"	0	0	1
HN64D	"INTERMEDIATE ELBOW PROCEDURES FOR NON TRAUMA, 5 YEARS AND UNDER"	0	0	1
HN65Z	MINOR ELBOW PROCEDURES FOR NON TRAUMA	0	0	1
HN66Z	MINIMAL ELBOW PROCEDURES	0	0	1
HN80A	"VERY COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 9"	0	0	1
HN80B	"VERY COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 6 8"	0	0	1
HN80C	"VERY COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 3 5"	0	0	1
HN80D	"VERY COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 0 2"	0	0	1
HN81A	"COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 9"	0	0	1
HN81B	"COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 6 8"	0	0	1
HN81C	"COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 4 5"	0	0	1
HN81D	"COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 2 3"	0	0	1
HN81E	"COMPLEX, HIP OR KNEE PROCEDURES FOR NON TRAUMA WITH CC SCORE 0 1"	0	0	1
HN85Z	"VERY COMPLEX, FOOT, HAND, SHOULDER OR ELBOW PROCEDURES FOR NON TRAUMA"	0	0	1
HN86A	"COMPLEX, FOOT, HAND, SHOULDER OR ELBOW PROCEDURES FOR NON TRAUMA WITH CC SCORE 2"	0	0	1
HN86B	"COMPLEX, FOOT, HAND, SHOULDER OR ELBOW PROCEDURES FOR NON TRAUMA WITH CC SCORE 0 1"	0	0	1
HN93Z	"OTHER MUSCLE, TENDON, FASCIA OR LIGAMENT PROCEDURES"	0	0	1
HT12A	VERY MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 12+	0	0	1
HT12B	VERY MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 9 11	0	0	1
HT12C	VERY MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 6 8	0	0	1
HT12D	VERY MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 3 5	0	0	1
HT12E	VERY MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 0 2	0	0	1
HT13A	MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 12+	0	0	1
HT13B	MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 9 11	0	0	1
HT13C	MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 6 8	0	0	1
HT13D	MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 3 5	0	0	1
HT13E	MAJOR HIP PROCEDURES FOR TRAUMA WITH CC SCORE 0 2	0	0	1
HT14A	INTERMEDIATE HIP PROCEDURES FOR TRAUMA WITH CC SCORE 4+	0	0	1
HT14B	INTERMEDIATE HIP PROCEDURES FOR TRAUMA WITH CC SCORE 2 3	0	0	1
HT14C	INTERMEDIATE HIP PROCEDURES FOR TRAUMA WITH CC SCORE 0 1	0	0	1
HT15Z	MINOR HIP PROCEDURES FOR TRAUMA	0	0	1
HT22A	VERY MAJOR KNEE PROCEDURES FOR TRAUMA WITH CC SCORE 4+	0	0	1
HT22B	VERY MAJOR KNEE PROCEDURES FOR TRAUMA WITH CC SCORE 2 3	0	0	1
HT22C	VERY MAJOR KNEE PROCEDURES FOR TRAUMA WITH CC SCORE 0 1	0	0	1
HT23A	MAJOR KNEE PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
HT23B	MAJOR KNEE PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
HT23C	MAJOR KNEE PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
HT23D	MAJOR KNEE PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
HT23E	MAJOR KNEE PROCEDURES FOR TRAUMA 18 YEARS AND UNDER	0	0	1
HT24A	INTERMEDIATE KNEE PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 2	0	0	1
HT24B	INTERMEDIATE KNEE PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
HT24C	INTERMEDIATE KNEE PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
HT24D	INTERMEDIATE KNEE PROCEDURES FOR TRAUMA 18 YEARS AND UNDER	0	0	1
HT25Z	MINOR KNEE PROCEDURES FOR TRAUMA	0	0	1
HT32A	VERY MAJOR FOOT PROCEDURES FOR TRAUMA WITH CC SCORE 4+	0	0	1
HT32B	VERY MAJOR FOOT PROCEDURES FOR TRAUMA WITH CC SCORE 2 3	0	0	1
HT32C	VERY MAJOR FOOT PROCEDURES FOR TRAUMA WITH CC SCORE 0 1	0	0	1
HT33A	MAJOR FOOT PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
HT33B	MAJOR FOOT PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
HT33C	MAJOR FOOT PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
HT33D	MAJOR FOOT PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
HT33E	MAJOR FOOT PROCEDURES FOR TRAUMA 18 YEARS AND UNDER	0	0	1
HT34A	INTERMEDIATE FOOT PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
HT34B	INTERMEDIATE FOOT PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
HT34C	INTERMEDIATE FOOT PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
HT34D	INTERMEDIATE FOOT PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
HT34E	INTERMEDIATE FOOT PROCEDURES FOR TRAUMA 18 YEARS AND UNDER	0	0	1
HT35Z	MINOR FOOT PROCEDURES FOR TRAUMA	0	0	1
HT42A	VERY MAJOR HAND PROCEDURES FOR TRAUMA WITH CC SCORE 2+	0	0	1
HT42B	VERY MAJOR HAND PROCEDURES FOR TRAUMA WITH CC SCORE 0 1	0	0	1
HT43A	MAJOR HAND PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
HT43B	MAJOR HAND PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
HT43C	MAJOR HAND PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0 1	0	0	1
HT43D	"MAJOR HAND PROCEDURES FOR TRAUMA, BETWEEN 6 AND 18 YEARS"	0	0	1
HT43E	"MAJOR HAND PROCEDURES FOR TRAUMA, 5 YEARS AND UNDER"	0	0	1
HT44A	INTERMEDIATE HAND PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
HT44B	INTERMEDIATE HAND PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
HT44C	INTERMEDIATE HAND PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0 1	0	0	1
HT44D	"INTERMEDIATE HAND PROCEDURES FOR TRAUMA, BETWEEN 6 AND 18 YEARS"	0	0	1
HT44E	"INTERMEDIATE HAND PROCEDURES FOR TRAUMA, 5 YEARS AND UNDER"	0	0	1
HT45Z	MINOR HAND PROCEDURES FOR TRAUMA	0	0	1
HT52A	VERY MAJOR SHOULDER PROCEDURES FOR TRAUMA WITH CC SCORE 4+	0	0	1
HT52B	VERY MAJOR SHOULDER PROCEDURES FOR TRAUMA WITH CC SCORE 2 3	0	0	1
HT52C	VERY MAJOR SHOULDER PROCEDURES FOR TRAUMA WITH CC SCORE 0 1	0	0	1
HT53A	MAJOR SHOULDER PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
HT53B	MAJOR SHOULDER PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
HT53C	MAJOR SHOULDER PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
HT53D	MAJOR SHOULDER PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
HT53E	MAJOR SHOULDER PROCEDURES FOR TRAUMA 18 YEARS AND UNDER	0	0	1
HT54A	INTERMEDIATE SHOULDER PROCEDURES FOR TRAUMA WITH CC SCORE 4+	0	0	1
HT54B	INTERMEDIATE SHOULDER PROCEDURES FOR TRAUMA WITH CC SCORE 2 3	0	0	1
HT54C	INTERMEDIATE SHOULDER PROCEDURES FOR TRAUMA WITH CC SCORE 1	0	0	1
HT54D	INTERMEDIATE SHOULDER PROCEDURES FOR TRAUMA WITH CC SCORE 0	0	0	1
HT55Z	MINOR SHOULDER PROCEDURES FOR TRAUMA	0	0	1
HT62A	VERY MAJOR ELBOW PROCEDURES FOR TRAUMA WITH CC SCORE 2+	0	0	1
HT62B	VERY MAJOR ELBOW PROCEDURES FOR TRAUMA WITH CC SCORE 0 1	0	0	1
HT63A	MAJOR ELBOW PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 4	0	0	1
HT63B	MAJOR ELBOW PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 2 3	0	0	1
HT63C	MAJOR ELBOW PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
HT63D	MAJOR ELBOW PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
HT63E	"MAJOR ELBOW PROCEDURES FOR TRAUMA, BETWEEN 6 AND 18 YEARS"	0	0	1
HT63F	"MAJOR ELBOW PROCEDURES FOR TRAUMA, 5 YEARS AND UNDER"	0	0	1
HT64A	INTERMEDIATE ELBOW PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 1	0	0	1
HT64B	INTERMEDIATE ELBOW PROCEDURES FOR TRAUMA 19 YEARS AND OVER WITH CC SCORE 0	0	0	1
HT64C	"INTERMEDIATE ELBOW PROCEDURES FOR TRAUMA, BETWEEN 6 AND 18 YEARS"	0	0	1
HT64D	"INTERMEDIATE ELBOW PROCEDURES FOR TRAUMA, 5 YEARS AND UNDER"	0	0	1
HT65Z	MINOR ELBOW PROCEDURES FOR TRAUMA	0	0	1
HT81A	"COMPLEX, HIP OR KNEE PROCEDURES FOR TRAUMA WITH CC SCORE 12"	0	0	1
HT81B	"COMPLEX, HIP OR KNEE PROCEDURES FOR TRAUMA WITH CC SCORE 8 11"	0	0	1
HT81C	"COMPLEX, HIP OR KNEE PROCEDURES FOR TRAUMA WITH CC SCORE 4 7"	0	0	1
HT81D	"COMPLEX, HIP OR KNEE PROCEDURES FOR TRAUMA WITH CC SCORE 0 3"	0	0	1
HT86A	"COMPLEX, FOOT, HAND, SHOULDER OR ELBOW PROCEDURES FOR TRAUMA WITH CC SCORE 4"	0	0	1
HT86B	"COMPLEX, FOOT, HAND, SHOULDER OR ELBOW PROCEDURES FOR TRAUMA WITH CC SCORE 2 3"	0	0	1
HT86C	"COMPLEX, FOOT, HAND, SHOULDER OR ELBOW PROCEDURES FOR TRAUMA WITH CC SCORE 0 1"	0	0	1
JA12D	MALIGNANT BREAST DISORDERS WITH INTERVENTIONS WITH CC SCORE 7	0	0	1
JA12E	MALIGNANT BREAST DISORDERS WITH INTERVENTIONS WITH CC SCORE 3 6	0	0	1
JA12F	MALIGNANT BREAST DISORDERS WITH INTERVENTIONS WITH CC SCORE 0 2	0	0	1
JA12G	MALIGNANT BREAST DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 9	0	0	1
JA12H	MALIGNANT BREAST DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 6 8	0	0	1
JA12J	MALIGNANT BREAST DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 4 5	0	0	1
JA12K	MALIGNANT BREAST DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 2 3	0	0	1
JA12L	MALIGNANT BREAST DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 0 1	0	0	1
JA13A	NON MALIGNANT BREAST DISORDERS WITH INTERVENTIONS	0	0	1
JA13B	NON MALIGNANT BREAST DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 4	0	0	1
JA13C	NON MALIGNANT BREAST DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 0 3	0	0	1
JA20D	UNILATERAL MAJOR BREAST PROCEDURES WITH CC SCORE 6+	0	0	1
JA20E	UNILATERAL MAJOR BREAST PROCEDURES WITH CC SCORE 3 5	0	0	1
JA20F	UNILATERAL MAJOR BREAST PROCEDURES WITH CC SCORE 0 2	0	0	1
JA21A	BILATERAL MAJOR BREAST PROCEDURES WITH CC SCORE 1+	0	0	1
JA21B	BILATERAL MAJOR BREAST PROCEDURES WITH CC SCORE 0	0	0	1
JA30Z	UNILATERAL DELAYED PEDICLED MYOCUTANEOUS BREAST RECONSTRUCTION	0	0	1
JA31Z	BILATERAL DELAYED PEDICLED MYOCUTANEOUS BREAST RECONSTRUCTION	0	0	1
JA32Z	UNILATERAL EXCISION OF BREAST WITH IMMEDIATE PEDICLED MYOCUTANEOUS FLAP RECONSTRUCTION	0	0	1
JA33Z	BILATERAL EXCISION OF BREAST WITH IMMEDIATE PEDICLED MYOCUTANEOUS FLAP RECONSTRUCTION	0	0	1
JA34Z	UNILATERAL DELAYED FREE PERFORATOR FLAP BREAST RECONSTRUCTION	0	0	1
JA35Z	BILATERAL DELAYED FREE PERFORATOR FLAP BREAST RECONSTRUCTION	0	0	1
JA36Z	UNILATERAL EXCISION OF BREAST WITH IMMEDIATE FREE PERFORATOR FLAP RECONSTRUCTION	0	0	1
JA37Z	BILATERAL EXCISION OF BREAST WITH IMMEDIATE FREE PERFORATOR FLAP RECONSTRUCTION	0	0	1
JA38A	UNILATERAL MAJOR BREAST PROCEDURES WITH LYMPH NODE CLEARANCE WITH CC SCORE 5	0	0	1
JA38B	UNILATERAL MAJOR BREAST PROCEDURES WITH LYMPH NODE CLEARANCE WITH CC SCORE 2 4	0	0	1
JA38C	UNILATERAL MAJOR BREAST PROCEDURES WITH LYMPH NODE CLEARANCE WITH CC SCORE 0 1	0	0	1
JA39Z	BILATERAL MAJOR BREAST PROCEDURES WITH LYMPH NODE CLEARANCE	0	0	1
JA40Z	UNILATERAL THERAPEUTIC MAMMOPLASTY	0	0	1
JA41Z	BILATERAL THERAPEUTIC MAMMOPLASTY	0	0	1
JA42Z	BILATERAL INTERMEDIATE BREAST PROCEDURES	0	0	1
JA43A	UNILATERAL INTERMEDIATE BREAST PROCEDURES WITH CC SCORE 3+	0	0	1
JA43B	UNILATERAL INTERMEDIATE BREAST PROCEDURES WITH CC SCORE 0 2	0	0	1
JA44Z	BILATERAL MINOR BREAST PROCEDURES	0	0	1
JA45Z	UNILATERAL MINOR BREAST PROCEDURES	0	0	1
JB30A	MAJOR BURN (TBSA OF 60% OR MORE) WITH SKIN GRAFT	0	0	1
JB30B	MAJOR BURN (TBSA OF 60% OR MORE) WITH OTHER SKIN PROCEDURE	0	0	1
JB30C	MAJOR BURN (TBSA OF 60% OR MORE) WITHOUT SKIN PROCEDURE	0	0	1
JB31A	INTERMEDIATE BURN (TBSA OF 20 59%) WITH SKIN GRAFT	0	0	1
JB31B	INTERMEDIATE BURN (TBSA OF 20 59%) WITH OTHER SKIN PROCEDURE	0	0	1
JB31C	INTERMEDIATE BURN (TBSA OF 20 59%) WITHOUT SKIN PROCEDURE	0	0	1
JB32A	MINOR BURN (TBSA OF LESS THAN 20%) WITH SKIN GRAFT	0	0	1
JB32B	MINOR BURN (TBSA OF LESS THAN 20%) WITH OTHER SKIN PROCEDURE	0	0	1
JB32C	MINOR BURN (TBSA OF LESS THAN 20%) WITHOUT SKIN PROCEDURE	0	0	1
JB33A	OTHER BURN WITH SKIN GRAFT	0	0	1
JB33B	OTHER BURN WITH OTHER SKIN PROCEDURE	0	0	1
JB33C	OTHER BURN WITHOUT SKIN PROCEDURE	0	0	1
JC40Z	MULTIPLE MAJOR SKIN PROCEDURES	0	0	1
JC41Z	MAJOR SKIN PROCEDURES	0	0	1
JC42A	INTERMEDIATE SKIN PROCEDURES 13 YEARS AND OVER	0	0	1
JC42B	INTERMEDIATE SKIN PROCEDURES 12 YEARS AND UNDER	0	0	1
JC43A	MINOR SKIN PROCEDURES 13 YEARS AND OVER	0	0	1
JC43B	MINOR SKIN PROCEDURES 12 YEARS AND UNDER	0	0	1
JC44Z	COMPLEX PATCH TESTS	0	0	1
JC45A	STANDARD PATCH TESTS 13 YEARS AND OVER	0	0	1
JC45B	STANDARD PATCH TESTS 12 YEARS AND UNDER	0	0	1
JC46Z	PHOTODYNAMIC THERAPY	0	0	1
JC47A	PHOTOTHERAPY OR PHOTOCHEMOTHERAPY 13 YEARS AND OVER	0	0	1
JC47B	PHOTOTHERAPY OR PHOTOCHEMOTHERAPY 12 YEARS AND UNDER	0	0	1
JD07A	SKIN DISORDERS WITH INTERVENTIONS WITH CC SCORE 12	0	0	1
JD07B	SKIN DISORDERS WITH INTERVENTIONS WITH CC SCORE 8 11	0	0	1
JD07C	SKIN DISORDERS WITH INTERVENTIONS WITH CC SCORE 4 7	0	0	1
JD07D	SKIN DISORDERS WITH INTERVENTIONS WITH CC SCORE 0 3	0	0	1
JD07E	SKIN DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 19	0	0	1
JD07F	SKIN DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 14 18	0	0	1
JD07G	SKIN DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 10 13	0	0	1
JD07H	SKIN DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 6 9	0	0	1
JD07J	SKIN DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 2 5	0	0	1
JD07K	SKIN DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 0 1	0	0	1
KA03C	PARATHYROID PROCEDURES WITH CC SCORE 2+	0	0	1
KA03D	PARATHYROID PROCEDURES WITH CC SCORE 0 1	0	0	1
KA04A	ADRENAL PROCEDURES WITH CC SCORE 2+	0	0	1
KA04B	ADRENAL PROCEDURES WITH CC SCORE 0 1	0	0	1
KA05C	ANTERIOR PITUITARY DISORDERS WITH CC SCORE 2+	0	0	1
KA05D	ANTERIOR PITUITARY DISORDERS WITH CC SCORE 0 1	0	0	1
KA06C	NON PITUITARY NEOPLASIA OR HYPOPLASIA WITH CC SCORE 4	0	0	1
KA06D	NON PITUITARY NEOPLASIA OR HYPOPLASIA WITH CC SCORE 2 3	0	0	1
KA06E	NON PITUITARY NEOPLASIA OR HYPOPLASIA WITH CC SCORE 0 1	0	0	1
KA07A	NON SURGICAL THYROID DISORDERS WITH CC SCORE 4+	0	0	1
KA07B	NON SURGICAL THYROID DISORDERS WITH CC SCORE 2 3	0	0	1
KA07C	NON SURGICAL THYROID DISORDERS WITH CC SCORE 0 1	0	0	1
KA08A	OTHER ENDOCRINE DISORDERS WITH CC SCORE 4+	0	0	1
KA08B	OTHER ENDOCRINE DISORDERS WITH CC SCORE 2 3	0	0	1
KA08C	OTHER ENDOCRINE DISORDERS WITH CC SCORE 0 1	0	0	1
KA09C	THYROID PROCEDURES WITH CC SCORE 4+	0	0	1
KA09D	THYROID PROCEDURES WITH CC SCORE 2 3	0	0	1
KA09E	THYROID PROCEDURES WITH CC SCORE 0 1	0	0	1
KB01C	DIABETES WITH HYPOGLYCAEMIC DISORDERS WITH CC SCORE 8	0	0	1
KB01D	DIABETES WITH HYPOGLYCAEMIC DISORDERS WITH CC SCORE 5 7	0	0	1
KB01E	DIABETES WITH HYPOGLYCAEMIC DISORDERS WITH CC SCORE 3 4	0	0	1
KB01F	DIABETES WITH HYPOGLYCAEMIC DISORDERS WITH CC SCORE 0 2	0	0	1
KB02G	DIABETES WITH HYPERGLYCAEMIC DISORDERS WITH CC SCORE 8	0	0	1
KB02H	DIABETES WITH HYPERGLYCAEMIC DISORDERS WITH CC SCORE 5 7	0	0	1
KB02J	DIABETES WITH HYPERGLYCAEMIC DISORDERS WITH CC SCORE 2 4	0	0	1
KB02K	DIABETES WITH HYPERGLYCAEMIC DISORDERS WITH CC SCORE 0 1	0	0	1
KB03C	DIABETES WITH LOWER LIMB COMPLICATIONS WITH CC SCORE 9	0	0	1
KB03D	DIABETES WITH LOWER LIMB COMPLICATIONS WITH CC SCORE 5 8	0	0	1
KB03E	DIABETES WITH LOWER LIMB COMPLICATIONS WITH CC SCORE 0 4	0	0	1
KB04Z	CONTINUOUS SUBCUTANEOUS INSULIN INFUSION	0	0	1
KC04A	INBORN ERRORS OF METABOLISM WITH CC SCORE 3+	0	0	1
KC04B	INBORN ERRORS OF METABOLISM WITH CC SCORE 0 2	0	0	1
KC05G	FLUID OR ELECTROLYTE DISORDERS WITH INTERVENTIONS WITH CC SCORE 5	0	0	1
KC05H	FLUID OR ELECTROLYTE DISORDERS WITH INTERVENTIONS WITH CC SCORE 0 4	0	0	1
KC05J	FLUID OR ELECTROLYTE DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 10	0	0	1
KC05K	FLUID OR ELECTROLYTE DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 7 9	0	0	1
KC05L	FLUID OR ELECTROLYTE DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 4 6	0	0	1
KC05M	FLUID OR ELECTROLYTE DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 2 3	0	0	1
KC05N	FLUID OR ELECTROLYTE DISORDERS WITHOUT INTERVENTIONS WITH CC SCORE 0 1	0	0	1
LA01A	"KIDNEY TRANSPLANT 19 YEARS AND OVER, FROM CADAVER NON HEART BEATING DONOR"	0	0	1
LA01B	"KIDNEY TRANSPLANT 18 YEARS AND UNDER, FROM CADAVER NON HEART BEATING DONOR"	0	0	1
LA02A	"KIDNEY TRANSPLANT 19 YEARS AND OVER, FROM CADAVER HEART BEATING DONOR"	0	0	1
LA02B	"KIDNEY TRANSPLANT 18 YEARS AND UNDER, FROM CADAVER HEART BEATING DONOR"	0	0	1
LA03A	"KIDNEY TRANSPLANT 19 YEARS AND OVER, FROM LIVE DONOR"	0	0	1
LA03B	"KIDNEY TRANSPLANT 18 YEARS AND UNDER, FROM LIVE DONOR"	0	0	1
LA04H	KIDNEY OR URINARY TRACT INFECTIONS WITH INTERVENTIONS WITH CC SCORE 12	0	0	1
LA04J	KIDNEY OR URINARY TRACT INFECTIONS WITH INTERVENTIONS WITH CC SCORE 9 11	0	0	1
LA04K	KIDNEY OR URINARY TRACT INFECTIONS WITH INTERVENTIONS WITH CC SCORE 6 8	0	0	1
LA04L	KIDNEY OR URINARY TRACT INFECTIONS WITH INTERVENTIONS WITH CC SCORE 3 5	0	0	1
LA04M	KIDNEY OR URINARY TRACT INFECTIONS WITH INTERVENTIONS WITH CC SCORE 0 2	0	0	1
LA04N	KIDNEY OR URINARY TRACT INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 13	0	0	1
LA04P	KIDNEY OR URINARY TRACT INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 8 12	0	0	1
LA04Q	KIDNEY OR URINARY TRACT INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 4 7	0	0	1
LA04R	KIDNEY OR URINARY TRACT INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 2 3	0	0	1
LA04S	KIDNEY OR URINARY TRACT INFECTIONS WITHOUT INTERVENTIONS WITH CC SCORE 0 1	0	0	1
LA05Z	RENAL REPLACEMENT PERITONEAL DIALYSIS ASSOCIATED PROCEDURES	0	0	1
LA07H	ACUTE KIDNEY INJURY WITH INTERVENTIONS WITH CC SCORE 11	0	0	1
LA07J	ACUTE KIDNEY INJURY WITH INTERVENTIONS WITH CC SCORE 6 10	0	0	1
LA07K	ACUTE KIDNEY INJURY WITH INTERVENTIONS WITH CC SCORE 0 5	0	0	1
LA07L	ACUTE KIDNEY INJURY WITHOUT INTERVENTIONS WITH CC SCORE 12	0	0	1
